ID,premise_english,hypothesis_english,original_label,assigned_phenomenon
Fever22703,"Christopher Michael Settlemire ( born May 9 , 1985 ) , known professionally as Chris Zylka , is an American actor and model . The Leftovers (TV series) . The series stars an ensemble cast featuring Justin Theroux , Amy Brenneman , Christopher Eccleston , Liv Tyler , Chris Zylka , Margaret Qualley , Carrie Coon , Ann Dowd , and Regina King .",The Leftovers stars an actor.,Entailment,modality
Fever22916,"Carmelo Kyam Anthony ( born May 29 , 1984 ) is an American professional basketball player for the New York Knicks of the National Basketball Association ( NBA ) . While playing for Denver , he led the Nuggets to the playoffs every year from 2004 to 2010 , winning two division titles in that span .",Carmelo Anthony plays for a football team.,Neutral,modality
Fever22993,"Gemini (astrology) . Under the tropical zodiac , the sun transits this sign between May 21 and June 21 . Thomas Andrew `` Tom '' Felton ( born 22 September 1987 ) is an English actor .",Tom Felton is a Gemini.,Contradiction,modality
Fever23222,"Glee (TV series) . The pilot episode was broadcast on May 19 , 2009 , and the first season aired from September 9 , 2009 , to June 8 , 2010 . Glee (season 6) . The final season , consisting of 13 episodes , premiered on Friday , January 9 , 2015 , with the first two episodes , and the last two episodes ( functioning as a single series finale ) aired on March 20 , 2015 .","Glee's last season was ordered on April 19, 2013.",Neutral,modality
Fever24325,"Glee is an American musical comedy-drama television series that aired on the Fox network in the United States from May 19 , 2009 , to March 20 , 2015 . The pilot episode was broadcast on May 19 , 2009 , and the first season aired from September 9 , 2009 , to June 8 , 2010 . During its first season , Glee received generally favorable reviews from critics , with Metacritic 's weighted average of 77 out of 100 based on eighteen critical reviews . The season was nominated for nineteen Emmy Awards , four Golden Globe Awards , six Satellite Awards and fifty-seven other awards , with wins including the 2010 Golden Globe Award for Best Television Series -- Musical or Comedy , and Emmy awards for Jane Lynch , guest-star Neil Patrick Harris and Murphy 's direction of the pilot episode . In 2011 , the show once again won the Golden Globe for Best Television Series , and Jane Lynch and Chris Colfer won Golden Globes for Best Supporting Actress and Best Supporting Actor respectively , and Gwyneth Paltrow won the Emmy for Outstanding Guest Actress in a Comedy Series .",Glee was a fim.,Contradiction,modality
LING5,But laws pertaining to child-rearing are surprisingly marriage-neutral.,All laws regarding People's right to child custody mandate parents must be married.,Contradiction,modality
LING185," I have never seen a trial before where you had factual disputes where you didn't have witnesses where you could watch their demeanor on the stand, listen to them, judge one witness vs. another witness (DeWine).",A trial had witnesses on the stand,Entailment,modality
LING320,"(Countering a question about tackiness, Dexter says, You should see what we turned down--'I Have a Dream' ice cream, Martin Luther King pocketknives.","Dexter laughed at the idea of ""I have a dream"" ice cream.",Neutral,modality
LING379,"On the other hand, Fish never claimed to be right.",Fish admitted he might be wrong.,Entailment,modality
LING389,"Tudjman, who is fond of Il Duce-type uniforms, rigged the parliamentary elections so that his nationalist party, HDZ, could not lose.","Not to play devil's advocate but, Mussolini was the main inspiration for Tudjman, since he was a young politician.",Neutral,modality
LING399,"Most Falwell-style Christians would probably say yes, since the Antichrist is a false Messiah, he'll have to be Jewish, like Christ himself.",Falwell-style Christians believe Christ was Jewish,Neutral,modality
LING406,"Hersh's information may be damning, they say, but it is unverifiable and irrefutable.",They say his information is not worth considering.,Neutral,modality
LING564,"Now it appears that he may have been simply assuring himself she really was dead, at least according to three of Wynette's daughters, who have filed a $50 million wrongful death suit against Richey and a doctor.",Richey and the doctor denied having committed any wrongful acts against Wynette during the trial.,Neutral,modality
LING574,"After I finished this worthy and dull book, a distressing thought came to  Its banality might be the fault neither of the judge nor of the legal profession.",The reader kept reading the book to the end.,Entailment,modality
LING640,They may prevent you from associating with the senator at an exclusive cocktail party for lobbyists and other large givers--but that's the whole idea.,Several convicted felons will be allowed to interact closely with the unguarded president and special interest groups.,Contradiction,modality
LING768,"This passage could easily belong to a piece of nonfiction--to one of the witty old Letters from Europe that used to run in The New Yorker . And in fact, in the best of these character studies, a vivid picture of Cold War Europe--infected with mediocre rhetoric, imprisoned by fake boundaries, inhabited by numb and ambivalent people--begins to take shape.",The New Yorker halted the Letters from Europr column.,Neutral,modality
LING955,Like my real name couldn't be Pierre LeCluck.,My name could possibly be Pierre LeCluck.,Entailment,modality
LING1011,"Twenty-five years ago, Pennsylvania pinball machines displayed this  for entertainment purposes only.",Pinball machines could be used for gambling.,Neutral,modality
LING1017,", bomb) in furtherance of a crime of violence that may be prosecuted in a federal court.",A crime committed involving a bomb will be prosecuted like any other crime.,Contradiction,modality
LING1031,"Other candidates may be sexier at this hour, but once we go through the battering of New Hampshire and Iowa it might be a different story, says Connors.",New Hampshire and Iowa often change one's thoughts.,Neutral,modality
LING1045,"Right now, I'd settle for a creative genius who could teach us how to think about the population problem.",There is a genius alive right now who can help us with this.,Neutral,modality
LING1069,"Sure, there may be life on other planets--if you call that life.",No question about it there is life on other planets.,Neutral,modality
LING1147,"Or Morris could have contacted Dorothy Healey, who was the chair of the Southern California Communist Party during the '40s.",Dorthey Healyey knew Morris.,Neutral,modality
LING1187,"Appealing as that position might sound, it's also suspiciously incoherent.",It is wrong to appeal to that position.,Entailment,modality
LING1191,They may prevent you from associating with the senator at an exclusive cocktail party for lobbyists and other large givers--but that's the whole idea.,Lobbyists and large doners have easier access to Senators,Entailment,modality
LING1194,"Consider  Only 13 nations participated in 1896, but there were 172 in 1992.","There were actually more nations in 1992 that could have participated,",Neutral,modality
LING1384,"It's OK, Leo Strauss Was a Devoted  Someone should slip Kenneth Starr a tape of this week's This Week , where Kristol admits to being eliminated from the office NCAA pool.",Someone probably slipped Kenneth Starr a tape of this week's This Week.,Neutral,modality
LING1402,"Exempted from Novak's observation might be executives at Reebok, who last year professed to have been unaware of connotations associated with the name they gave to a new women's running  Incubus.",Reebok intentionally gave the she a provocative name.,Contradiction,modality
LING1522,"It draws sidelong glances and playground taunts, and it may give the adopted child an identity crisis.",The adopted child bullies everyone on the playground.,Contradiction,modality
LING1529,"Programmers are furiously debugging old software, so we're likely to avoid catastrophic shutdowns of electrical grids, banks, air-traffic computers, medical equipment, and the like.","Catastrophic shutdowns of electrical grids, banks, air-traffic computers, medical equipment, and the like will now be avoided for years.",Neutral,modality
LING1651,"But, said De Long and Lang, out of 78 true hypotheses, surely there should be at least a few that are overwhelmingly confirmed.",The hypotheses that Lang believes are majorly confirmed are false.,Contradiction,modality
LING1830,"Today, a letter writer who once interviewed the spy claims that to the dead man's knowledge, U.S. authorities never approved Diem's assassination.","Today, a spy claimed that to the dead man's knowledge, when interviewed by a letter writer, that the U.S. authorities might have approved Diem's assassination.",Neutral,modality
LING2125,"The largest Republican constituency may be the Tight-Lipped Republicans . These folks, who include old-timers such as Virginia's John Warner, Alaska's Ted Stevens, and Mississippi's Thad Cochran, are as annoyed by the president as the next guy.",Republicans avoid criticizing the president because he is from their party.,Neutral,modality
LING2223,The agonized expression on his face looks like a kind of rapture.,You could see the pain written all over his face and he looked miserable.,Contradiction,modality
LING2407,"There must be that between them, she thought.",She had a secret from them.,Contradiction,modality
LING2438,Or he may  You're in the wrong place.,It was difficult to tell if they were in the correct place.,Neutral,modality
LING2586,But real competition should be the 20 th -anniversary gift bestowed on these fair-weather friends of deregulation.,The friends of deregulation have been given many gifts in past anniversaries.,Neutral,modality
LING2644,The Amman fiasco could cost both Israel and Mossad.,Amman was a costly failure,Entailment,modality
LING2692,"Critics also suggested that, with their salaries and stock wrapped up in the same company, employees were putting too many eggs in one basket.",Employers should sell eggs to stockholders.,Contradiction,modality
LING2744,Time explains why the anti-sweatshop movement is growing on college  The AFL-CIO has jump-started the protests by lavishing student activists with internships and trips to countries with poor working conditions.,College students could care less about sweatshops.,Contradiction,modality
LING2748,"And when GS asks, who is to stop congress from spending too much money.",It is possible that congress will overspend.,Entailment,modality
LING2824,"The 17-year-old Jess Gupta (male student), for example, is listed as a housewife in another filing.",Jess Gupta may be gay.,Neutral,modality
LING2859,Henry liked flowers that could make a lady squeal.,Henry liked to make a girl squeal with happiness by giving her things that she likes.,Entailment,modality
LING2913,How could the Mormons have practiced polygamy?,The Mormons practiced polygamy.,Neutral,modality
LING3029,"Investors can decide not only that Microsoft owes its success to the abuse of monopoly power, and not only that the courts will strip the company of this ability, but that Microsoft doesn't know any other way to survive.",Investors should  pull their money out of Microsoft due to the negative information.,Neutral,modality
LING3043,He's obviously spending too much time online.,They thought he should be spending more time online.,Contradiction,modality
LING3150,"Thanks to this blurring of the victim-perpetrator distinction, Ted's nephew Joe was able to get elected to Congress despite his own car accident, which likewise devastated his passenger, four years after Chappaquiddick.",Having a car accidents with serious consequences could have been a cause for Joe not to be elected in the Congress,Entailment,modality
LING3157,It might be desirable for me to say nothing.,The person isn't thinking about their decisions.,Contradiction,modality
LING3330,", I'm with you (thought I must admit Merchant of Venice ain't my all-time favorite.",The author has seen Merchant of Venice,Entailment,modality
LING3364,"The product itself won't be in stores until summer, so it's way too early to know how the shaving public will respond.","The product should hit stores by the summer months of June, July, and August.",Entailment,modality
LING3524,(The magazine's own take is more  There will be minor glitches but not wholesale societal collapse.),Society may collapse one day.,Neutral,modality
LING3588,"With a little luck, by the time I contract a fatal disease, I'll already be dead.",It's likely the author will get a fatal disease long before death.,Contradiction,modality
LING3751,We must make do with the public domain.,We have access to copyrighted material,Contradiction,modality
LING3772,"They were all slaves, weren't they?",They might have all been slaves,Entailment,modality
LING3818,"When asked whether the United States should oppose loans to Russia because of the war, Berger replies, It's a premature question   because the predicate question is whether they get the economic reforms in order, at which point we'll have to look at what's in our national interest.",The United States and Russia are in a war together.,Neutral,modality
LING3904,"Critics say expansion could be another Yalta (the 1945 meeting at which Roosevelt, Churchill, and Stalin agreed on spheres of influence in postwar Europe)--imposing a line between East and West, and leaving nonmembers subject to Russian bullying.",There is little added protection from joining NATO.,Contradiction,modality
LING4127,"Equity options themselves aren't the problem--they have legitimate uses--and without the ability to lock in positions that equity options offer, certain folks might not be in the equity market in the first place.",Equity options are rarely legitimate for the consumer.,Contradiction,modality
LING4236,"This program should be expanded, perhaps with incentives for police to live in the neighborhoods they patrol full time.",The program will expand to inculde police.,Neutral,modality
LING4423,"But otherwise, so long as his religious convictions, no matter how weak or strong they may be, are not geared toward the outright oppression or destruction/neglect of those who fail to share his views, they should not matter, and warrant no scrutiny.",He doesn't judge people to harshly who have different religious ideas than his own.,Neutral,modality
LING4550,"Tim, we never should have got into this quagmire, but now we have no choice but to ...",They have choices for getting out of the predicament.,Contradiction,modality
LING4579,"Can I, should I, even, expect her to change?",She has already changed,Contradiction,modality
LING4607,In that case the big loans organized a few months ago could have made the difference.,The loans that were big would make the difference.,Neutral,modality
LING4726,"Had Apple allowed Compaq, Hewlett-Packard, perhaps even IBM to build hardware running the Mac OS, it might very well have seen its software become the industry standard.","Apple gave permission to a few companies, such as IBM and HP, to produce hardware running their operating system.",Contradiction,modality
LING4750,How do we tell them to get out of our house without causing family problems?,It could be possible to ask people to leave without having family issues.,Neutral,modality
LING4847,"You can make an argument that intelligence is an extremely unlikely, random, quirky event in terrestrial biology, or you can make the counter-argument that you can see intelligence coming down the pike from many millions of years in advance.","Intelligence has many explanations and possibilities, including odd.",Entailment,modality
LING4905,"Time also runs a disturbing report from Baghdad, where Iraqi commando units proved their battle-readiness by gutting a live dog on television while chanting, Our God, our nation, our leader!",Iraqi commando units may have a hard time escaping any reports from the news media.,Neutral,modality
LING4919,"Exempted from Novak's observation might be executives at Reebok, who last year professed to have been unaware of connotations associated with the name they gave to a new women's running  Incubus.",High ranking employees of a shoe company are not being looked into.,Neutral,modality
MNLI210,"In fact, the sole purpose of his piece was to continue the media assault on Tripp as some kind of back-stabbing dragon lady whom we should all view with disgust and loathing.",Tripp actually rode a dragon but the media ignored that and focused on her testimony in court instead.,Contradiction,modality
MNLI843,It's left vague just when Bergman decided that Wigand was important not for what he might say about that report but about the industry as a whole.,No one is sure when Bergman decided Wigand didn't matter.,Contradiction,modality
MNLI1106,"The book ends with a reflection on the argument between those intellectuals who advocate an organic relationship with the black community and those who aspire to transcend ethnic considerations, suggesting, affably, that the choice must be left, in our individualist culture, for each of us to make for ourselves.",The book ends with the argument ,Neutral,modality
MNLI1246,It requires systems and practices and mindsets and commitments that may be foreign to many other non-profit providers of human services.,It is imperative that non-profit providers of human services use foreign practices and mindsets in order to work. ,Neutral,modality
MNLI1797,"In April 2001, the Director of Congressional Affairs for the Foreign Service Officers Association told us that the Association would support legislation that would allow federal employees to keep for personal use frequent flyer miles earned on official travel.",The retained frequent flyer miles may be redeemed for cash value.,Contradiction,modality
MNLI1931,well given the Rangers' history they'll probably trade him,He will almost definitely end up being traded,Neutral,modality
MNLI2041,"Recognizing that certain types of proposed service innovations merit consideration under specialized procedures, the Commission has adopted several sets of rules that are customized for defined categories of Postal Service requests.",Certain types of proposed service innovations should be considered by the USPS.,Neutral,modality
MNLI2189,Microsoft may be right in claiming that it has done nothing wrong.,Microsoft has engaged in questionable behavior and is being probed. ,Neutral,modality
MNLI2222,"Although Arizona Democrats would probably be the largest group affected by any potential Net voting fraud or security breach, the campaigns for Bill Bradley and Al Gore would also presumably be affected.", Bill Bradley and Al Gore are the only others to be affected by Net voting fraud besides the Arizona Democrats.,Neutral,modality
MNLI2337,"There should be a little altruism in everyone's life, McCurry said, and a few stock options.",Stock options are a good idea.,Neutral,modality
MNLI2361,"On behalf of the Harvard Square respondents, it must be said that ignorance was masked by a bravura self-confidence.","Nobody is sure what a bravura is, but doctors are hopeful it can be removed.",Neutral,modality
MNLI2668,"With its cobblestone courtyard, it looks like a picturesque country pub, and seems to be a must for every visitor.",A looks like a country pub with a cobblestone courtyard.,Entailment,modality
MNLI2745,"The National Academy of Sciences, in their report on research priorities for PM (NAS, 1998), indicates that there is a great deal of uncertainty about the implications of the findings [of an association between PM and premature mortality] for risk management, due to the limited scientific information about the specific types of particles that might cause adverse health effects, the contributions of particles of outdoor origin to actual human exposures, the toxicological mechanisms by which the particles might cause adverse health effects, and other important questions.",The National Academy of Sciences reported on research proirities for PM.,Entailment,modality
MNLI2746,"Although the main building is not open to the public, the official residence of the Portuguese government may be visited by prearranged, guided tours.",It's not unusual for tour guides to sneak into the Portugese government's official residence.,Neutral,modality
MNLI3403,Greece took this opportunity to absorb the islands of the northern and eastern Aegean and to add Macedonia to its mainland territories.,Greece could absorb the islands of the northern and eastern Italy and took this opportunity.,Contradiction,modality
MNLI3423,"These Year 2000 conversion efforts are often conducted under severe time constraints that, without adequate management attention, could result in a weakening of controls over the integrity of data and programs and over the confidentiality of sensitive data.",The severe time constraints on the Year 2000 conversion efforts should have absolutely no effect on the confidentiality of sensitive data.,Contradiction,modality
MNLI3449,"He should have had the sense to call the president names in private, says the smart set.",He only talked about the president in private.,Contradiction,modality
MNLI3648,"'I may be wearing this skin, but you're the real Benjamin Franklin.","You are the true Franklin, no matter how I am dressed.",Neutral,modality
MNLI3661,just so i could see the trees and the fall and such a pretty time,The trees looked wonderful.,Neutral,modality
MNLI3667,"The Los Angeles Times sees it as the latest sign that Republicans, having made sure that Democrats didn't oust Gingrich, may do so themselves.",The Republicans used to be interested in keeping Gingrich around.,Entailment,modality
MNLI3903,uh-huh where about,Someone must know where it is.,Neutral,modality
MNLI3932,oh i don't know i guess my husband got a letter at the office i i presume and they must have been asking does your husband work with TI,I think they sent a letter to my husband to find out if your husband works for TI.,Entailment,modality
MNLI3961,oh yeah sure now how many could you serve,How many servings does that make?,Entailment,modality
MNLI4214,"It will be especially helpful to inexperienced FashionSense users, many of whom are likely to encounter usability issues related to the color-coordination decision-making process.",They have no knowledge of the fashion sense.,Neutral,modality
MNLI4537,"You there Rennie! Drew saw the involuntary spasm of Don Cazar's lips, the shadow of an expression which might mean he anticipated a distasteful scene to come.",Drew knew Don Quixote.,Contradiction,modality
MNLI4544,Even NASA's most enthusiastic supporters must admit that the early promise of this program has been unfulfilled.,NASA's supporters have always maintained that it was a funding issue.,Neutral,modality
MNLI4699,"Drew refused several offers for the colt, some of them so fantastic he could only believe their makers sun-touched or completely carried away by the excitement of the race.",Drew accepted an offer for the horse.,Contradiction,modality
MNLI4816,you could not,You should.,Contradiction,modality
MNLI5046,as as perhaps they are,they very well could be,Entailment,modality
MNLI6248,that uh they should vote it one way or the other so maybe it is worth having that extra little or going to the the very farthest uh safeguard that can be done and uh,It's worth having extra because it might not get voted.,Neutral,modality
MNLI6263,"Estimates of Scheck's fee in the nanny trial range from $100,000 to $300,000.","It is estimated that the trial will cost Scheck from $1000,000 to $300,000, which she could easily afford.",Neutral,modality
MNLI6658,Jon placed a hand on San'doro's shoulder and stood.,San'doro picked up Jon so he could stand. ,Contradiction,modality
MNLI7245,One wonders whether the dark and shadowy world of his photographs might have had some association in his mind with the ambivalence he felt toward the Jews he posed in such excruciating positions.,One wonders if his history of being a circus clown effected his photography.,Contradiction,modality
MNLI7613,Depending on the decision to co-locate personnel and the flexibilities ultimately provided to the Administration in legislation--in particular a broad grant of transfer authority and the ability to staff through non-reimbursable agreements with other agencies-- these estimates may well change.,The decision will set whether these estimates may change or not.,Entailment,modality
MNLI7623,Why should a ruling elite give up power because the gross national product is declining or because the country is falling behind technologically?,The ruling elite dictate the national economy.,Neutral,modality
MNLI7628,"How, a coincidence? 58 ""That my mother should have made a will on the very day of her death!"" Mr. Wells cleared his throat and remarked drily: ""Are you so sure it is a coincidence, Cavendish?""",It was very suspicious that she made a new will on the day that she died.,Neutral,modality
MNLI7646,involved in the design phase and a construction contractor in the,Contractor should be involved ,Neutral,modality
MNLI7997,A risk-neutral person is one who is indifferent when given a choice between 50 cents and a 50-50 chance of $1.,A person may have no preference between two offers.,Entailment,modality
MNLI8115,"4 The proposed rule was published in the Federal Register on May 31, 1996; HCFA stated that it would consider comments received by July 31, 1996.",The new emissions rule was published in May of 1996. ,Neutral,modality
MNLI8168,"It sat like a ball on a  Ultimately, it had to roll down one side of the hill and collapse into democracy, or roll the other way and devolve into the personality-cult despotism of a local tyrant.",It may not end up as a democracy.,Neutral,modality
MNLI8241,The amount should be equal in absolute value but with the opposite sign to the gain or loss recognized by the revolving fund or trust revolving fund.,The value is large and there must be a sort of error. ,Neutral,modality
MNLI8593," ""You sure musta pulled outta th' war better'n th' rest of us poor Rebs.",You must have died in the war. ,Contradiction,modality
MNLI8691,"I could not help rejoicing that, for once, one of his ""little ideas"" had come to naught. ",The author is happy that the idea did not come to fruition.,Entailment,modality
MNLI9092,We have observed that many more clients receive some assistance when technologically sophisticated intake systems are installed.,Advanced intake systems must be installed to assist more clients.,Neutral,modality
MNLI9291,7 Section 4 discusses in more detail how federal fiscal policy affects national saving.,The federal fiscal policy may affect national saving in many ways.,Neutral,modality
MNLI9535,greatest banana cream pie and it was was uh you could take it home it was was just it was so popular it was great stuff and now now my mouth mouth's watering i'm beginning to think about that yeah the uh yeah twenty dollar that's,The banana cream pie was the greatest and can be taken home.,Entailment,modality
MNLI9859,The boots of Albert continued to be active on the floor above.,Albert could be heard walking on the floor above. ,Entailment,modality
MNLI9929,"In the light of the candles his cheeks looked even more hollow tonight, and he moved stiffly as might a man who was not only bone-tired in body, thought Drew, but weary in mind as well.",The candle light made the man appear even more robust.,Contradiction,modality
ANLI1642,"Mr. Speaker, for two years the Canadian government has been engaged in secret negotiations on the multilateral agreement on investment, an agreement which goes well beyond the provisions of NAFTA in ceding power to multinationals and threatens to diminish even further the rights of nations to direct their own economies, provide safe and decent working conditions and protect the environment for future generations.",The concord is within NAFTA regs.,Neutral,comparatives|quantifier_scope
ANLI3719,"How to create a strong email marketing campaign<br>Determine the purpose of your email marketing campaign. Common reasons for undertaking such a project include introducing a new product or service, offering discounts to boost sales or to move excess products, or further constructing your brand and getting your name out to more and more potential buyers. Put together a mailing list of possible customers.", The best way to conduct an email marketing campaign is just to wing it. Make a list of customers. Bugging people is a great way to get a following. Email marketing originated in the nineteen eighties,Contradiction,comparatives|quantifier_scope
ANLI3802,"The Big 12 Conference is a ten-school collegiate athletic conference headquartered in Irving, Texas. It is a member of the NCAA's Division I for all sports; its football teams compete in the Football Bowl Subdivision (FBS; formerly Division I-A), the higher of two levels of NCAA Division I football competition. Member schools are located in Iowa, Kansas, Oklahoma, Texas, and West Virginia.",There are no members from New York,Entailment,comparatives|quantifier_scope
ANLI3999,"A New Puppy Vanished<br>Briana had just gotten a new puppy for her birthday that morning. She was playing with him happily in the yard. Suddenly out of nowhere, the puppy darted out into the woods. She was worried she would never see him again. Luckily the next morning he was found curled up on their porch.",The puppy was for being a year older,Entailment,comparatives|quantifier_scope
ANLI4002,"YouTube user Streetcap1 posted a series of pictures taken from Chinese lunar rover Change’e 3. It appears to have a distinguishable face as well as a body and limbs, while lying in front of a rock. After posting the clip to YouTube, Streetcap1 said: “All body parts are in the correct place here and the head looks like it is wearing a helmet with a visor. “You can see what look like hands at the sides.",YouTube user Streetcap1 posted a series of pictures taken from Chinese lunar rover Change'e 4. ,Contradiction,comparatives|quantifier_scope
ANLI4510,How to avoid being assaulted in the street<br>Be fully aware of your surroundings. People who are visibly distracted by their cell phones become easy targets for pickpockets and other criminals. Keep an eye on what is going on around you at all times so that you can better detect suspicious activity and protect yourself and your belongings.,The state of being distracted can be perceived through visual senses.,Entailment,comparatives|quantifier_scope
ANLI4532,"Rye St Antony School is an independent Roman Catholic boarding and day school for girls aged 3 to 18 and boys up to age 8 in Headington, Oxford, England. It is commonly abbreviated and referred to by both pupils and staff as 'Rye'. Rye is unique as a girls’ independent Catholic school founded by lay women rather than by a religious order.",Rye St Antony School does not allow 9 year old boys.,Entailment,comparatives|quantifier_scope
ANLI6117,"And as for this idea of nation building, the phrase sounds grandiose. And, you know, we can't be -- we can't allow ourselves to get overextended. I certainly agree with that. And that's why I've supported building up our capacity. I've devoted in the budget I've proposed, as I said last week, more than twice as much as the governor has proposed.",The governor has proposed twice as much nation building.,Contradiction,comparatives|quantifier_scope
ANLI6266,"A gunman has killed at least nine people in a series of shootings across two towns in the southern US state of Alabama before killing himself. Officials say there were at least four separate shooting incidents. The gunman fired on homes, a petrol station, shops and vehicles in Samson and Geneva near the Florida border.  Five people - including a child - were killed in one home. Several of the victims are believed to have been members of the gunman's family.  The gunman has not been formally identified, but was named in the local press as Michael McLendon.",There are at least less than ten people killed.,Entailment,comparatives|quantifier_scope
ANLI6349,"How to view fall foliage<br>Consider the timing of the peak foliage in autumn. The fall color season usually runs from late september to mid-october. [substeps] Fall foliage is determined by a number of factors, including shorter days, colder nights and the amount of moisture in the ground.",Fall color is not dependant on rainfall.,Contradiction,comparatives|quantifier_scope
ANLI6514,"Philippine President Gloria Macapagal Arroyo, Singapore's Prime Minister Lee Hsien Loong, Brunei's Sultan Hassanal Bolkiah, Indonesian Vice President Jusuf Kalla and Thai Deputy Prime Minister Surakiart Sathirathai were among foreign dignitaries flying in for Endon's funeral later Thursday. Thousands of people filed past Endon's body, which lay in state wrapped in white linen on a table while Muslim clerics recited verses from the Quran.",Jusuf Kalla is not the Philippine President ,Entailment,comparatives|quantifier_scope
ANLI6854,"A shared zone is an implementation of a living street in Australia and New Zealand, where pedestrians, cyclists and motorised traffic share the same road space. Special rules and speed limits apply for shared zones. Shared zones are related, but not automatically the same as shared space, which is a somewhat wider concept including elements such as urban design.",Shared zones take urban design into account.,Neutral,comparatives|quantifier_scope
ANLI6893,"The three drive-ins nearest to Madison, all less than an hour's drive, are: Big Sky Twin Drive-In Theatres in Wisconsin Dells, Highway 18 Outdoor Theatre, near Jefferson, and Sky-Vu Drive-In, near Monroe.",From Madison it takes less than 5 hours to drive to.,Entailment,comparatives|quantifier_scope
ANLI7401,"Saint is an American Christian metal band, first active in the mid-1980s, releasing their first album ""Warriors of the Son"" in 1984. Common themes of Saint's music include hell, evil, and apocalyptic themes such as the End times. In 2010, ""HM magazine"" ranked the band's albums ""Time's End"" and ""Hell Blade"" among Top 100 Christian metal albums of all time list on No. 67 and No. 46 respectively.",Hell Blade charted higher than Time's End.,Entailment,comparatives|quantifier_scope
ANLI8383,"What I began to do was to envy the doctor walking in the cool shadow of the woods with the birds about him and the pleasant smell of the pines , while I sat grilling , with my clothes stuck to the hot resin , and so much blood about me and so many poor dead bodies lying all around that I took a disgust of the place that was almost as strong as fear .",The doctor was just going for a walk when all this took place.,Neutral,comparatives|quantifier_scope
ANLI9968,"Chuck Wright is an American bassist, graphic designer and show producer, best known as a member of multi-platinum heavy metal band Quiet Riot. He originally joined Quiet Riot in 1982, playing bass on the tracks ""Metal Health (Bang Your Head)"" and ""Don't Wanna Let You Go,"" as well as singing background vocals on all the tracks from the 1983 hit album, ""Metal Health"".",Chuck Wright was one of many background singers for Quiet Riot.,Neutral,comparatives|quantifier_scope
ANLI10295,"Bilbao Arena is an indoor arena in the neighbourhood of Miribilla in Bilbao, Spain. The central hall can hold up to 10,014 people for basketball games. The central hall is also used for concerts and other kinds of shows. The facilities also include swimming pools and gymnasiums for the use of the local residents.","The central hall cannot hold more than 10,014 people for basketball games.",Entailment,comparatives|quantifier_scope
ANLI10300,"Honourable senators, for all of these reasons, and I have canvassed but a few, I feel it is our duty to urge that this bill be referred back to the committee so that the committee can examine three or four further witnesses - publishers, the advertisers, a few constitutional lawyers and a cost analyst, in terms of the publishing fund.",A few constitutional lawyers would be examined,Entailment,comparatives|quantifier_scope
ANLI11169,"How to take care of ducklings<br>Find a brooding box. After ducklings have hatched from their shells and spent about 24 hours getting used to their new surroundings, they're ready to move to a brooder. A plastic storage container, sturdy cardboard box, or large glass aquarium can all work for this purpose.",weak cardboard is better than sturdy,Contradiction,comparatives|quantifier_scope
ANLI11627,"YAKIMA, WA - The Yakima Valley Farm Workers Clinic is looking to teach you and your family about healthier eating habits. They are hosting an event Tuesday called Food + Fun = Health. It is all part of an effort to fight obesity here locally. Doctors with the organization say changing the way we eat is also critical to avoiding bigger medical issues. ""Please come, because it will be fun and it will be a great opportunity for family education that will benefit your life,"" Dr. Thatcher Felt, Pediatrician YVFWC said. The event starts at 5:30 Tuesday at the Grandview Library.",Some medical values are big.,Neutral,comparatives|quantifier_scope
ANLI11757,"Thomas Gordon was there , sitting alone in his long , empty pew near the top of the building ; and Neil Gordon sang in the choir which occupied the front pew of the gallery .<br>He had a powerful and melodious , though untrained voice , which dominated the singing and took the colour out of the weaker , more commonplace tones of the other singers .<br>He was well-dressed in a suit of dark blue serge , with a white collar and tie .<br>But Eric idly thought it did not become him so well as the working clothes in which he had first seen him .",Eric thought Neil looked better in work clothes rather than dress clothes.,Entailment,comparatives|quantifier_scope
ANLI12406,"But the first and most important thing is to start creating jobs in America. The jobs the president is creating pay $9,000 less than the jobs that we're losing. And this is the first president in 72 years to preside over an economy in America that has lost jobs, 1. 6 million jobs.",Jobs are being lost in America under the president,Entailment,comparatives|quantifier_scope
ANLI12826,"But the first and most important thing is to start creating jobs in America. The jobs the president is creating pay $9,000 less than the jobs that we're losing. And this is the first president in 72 years to preside over an economy in America that has lost jobs, 1. 6 million jobs.",Economic growth is the most important focus for the Commander in Chief of the Land of the Free and the Home of the Brave. ,Entailment,comparatives|quantifier_scope
ANLI12887,"So I'm inclined to accept this language, you know, not word for word, only to the extent where it states, rather generically, ""wherein an affidavit is provided,"" I would take that sentence and simply say that affidavits have been provided, rather than ""wherein."" It's somewhat artificial or a little strained as it relates to this case.","""Wherein an affidavit is provided"" is very specific language.",Contradiction,comparatives|quantifier_scope
ANLI14209,"Then Mr. Weasel knew that it was no longer of use to pretend that he was what he was not , and he boldly joined the bigger animals in hunting the smaller ones .<br>It makes most people angry to be caught in wrongdoing and it was just that way with Mr. Weasel .",Mr. Weasel is a fictional character.,Entailment,comparatives|quantifier_scope
